time,txTime,chainIndex,txHash,iType,methodId,Nonce,sender_address,sender_amount,receiver_address,receiver_amount,tokenAddress,coin_amount,symbol,txFee,txStatus,hitBlacklist
2025-06-17 14:03:46,1750169026000,501,5LaDnvcvn4ippwvSmonFQJNEh5WLSorUGpMp3r96ZNew6ZhMaNLoTTBe56TJ6A3vbGdm7yfbtdVRAvUSVRzvtHyk,,,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,So11111111111111111111111111111111111111112,3.52573107,SOL,,success,False
2025-06-17 10:30:45,1750156245000,501,3tEVGZMHrVSW8WwV6xoAutpZauNF44Wy44NA3XjUf9jEJtxLJzxtyED7cQ8PzhLvc8JLipY4sKi6ANDYwTLJUJzF,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,6LXutJvKUw8Q5ue2gCgKHQdAN4suWW8awzFVC6XCguFx,,So11111111111111111111111111111111111111112,2.58337051,SOL,,success,False
2025-06-17 10:30:45,1750156245000,501,3tEVGZMHrVSW8WwV6xoAutpZauNF44Wy44NA3XjUf9jEJtxLJzxtyED7cQ8PzhLvc8JLipY4sKi6ANDYwTLJUJzF,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,,2.58337051,SOL,,success,False
2025-06-17 10:30:17,1750156217000,501,2XgCrSZXCTtfe47vCdLeGNoMrmTYFh3R4pEhaXCH3RjYr5pDtvg2XdTecHoT8jBmt3CjgBn8CQzDt3irJ7es4fcA,,,,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,So11111111111111111111111111111111111111112,2.438436147,SOL,,success,False
2025-06-17 10:30:17,1750156217000,501,2XgCrSZXCTtfe47vCdLeGNoMrmTYFh3R4pEhaXCH3RjYr5pDtvg2XdTecHoT8jBmt3CjgBn8CQzDt3irJ7es4fcA,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,,s9zMajSjw4twpwxcTzthorJ1svVTpLdATEsWkDsindi,2332255.160952,VAIBE,,success,False
2025-06-17 10:30:03,1750156203000,501,5Bz1bdAYshaPkfFn3Ss9xUGesdCS55PnJuhBQka9SaqHzxcbyHDXTzz26Zt2C9Z7SmykHFqUHbV2AB66A6bGP4FG,,,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,So11111111111111111111111111111111111111112,0.149945923,SOL,,success,False
2025-06-17 10:30:03,1750156203000,501,5Bz1bdAYshaPkfFn3Ss9xUGesdCS55PnJuhBQka9SaqHzxcbyHDXTzz26Zt2C9Z7SmykHFqUHbV2AB66A6bGP4FG,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,75jh5PfbJn78LMuy7txwmXTb3kYaTi2T4xRtk4a85dQ3,184225.424104,IranCat,,success,False
2025-06-17 09:39:33,1750153173000,501,5CxJ63E6hRWWyHjM51DXKtS4pLkyNbuxACkLD3L3EuuZcwbV3GZPumz8NS9rEjtscmf9Kk9ZE6vU6PXZG4BS2cNh,,,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,75jh5PfbJn78LMuy7txwmXTb3kYaTi2T4xRtk4a85dQ3,184225.424104,IranCat,,success,False
2025-06-17 09:39:33,1750153173000,501,5CxJ63E6hRWWyHjM51DXKtS4pLkyNbuxACkLD3L3EuuZcwbV3GZPumz8NS9rEjtscmf9Kk9ZE6vU6PXZG4BS2cNh,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,So11111111111111111111111111111111111111112,0.114961523,SOL,,success,False
2025-06-17 08:01:50,1750147310000,501,4TbSbQZQGrkovt68Q5yVcuem4T87KdgDwuExsMvihABpBtpSZgtNFt1wdWwVchmzTt8Y4rQSAfBXAhNBEEMzKRXv,,,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,9ZDghDhVrJih39y98dADEPKL9o3WLwXcLoks4Gvqpump,207945.162607,atna,,success,False
2025-06-17 08:01:50,1750147310000,501,4TbSbQZQGrkovt68Q5yVcuem4T87KdgDwuExsMvihABpBtpSZgtNFt1wdWwVchmzTt8Y4rQSAfBXAhNBEEMzKRXv,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,So11111111111111111111111111111111111111112,0.2,SOL,,success,False
2025-06-17 08:01:11,1750147271000,501,4R9oDe8w7QknoUosrLHbef8J5ZFH5RTtBGYQURV4ArPmQGBhnFhvhWmmHZzgoqxhdXSeUpxGpYKWLH4gthVZ8cP6,,,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,9ZDghDhVrJih39y98dADEPKL9o3WLwXcLoks4Gvqpump,836322.157739,atna,,success,False
2025-06-17 08:01:11,1750147271000,501,4R9oDe8w7QknoUosrLHbef8J5ZFH5RTtBGYQURV4ArPmQGBhnFhvhWmmHZzgoqxhdXSeUpxGpYKWLH4gthVZ8cP6,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,So11111111111111111111111111111111111111112,0.8,SOL,,success,False
2025-06-17 08:00:46,1750147246000,501,5nfBJwXbAhmzSx3N1qEWYGBhELovriNyGjY7r72H6JWPaocGGpKPvHt5bMNTBQXXVcAxUSUppYLmkgfea6Bwty8x,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,DJcpo1c2dExp7c1P3FQ2tb3VyRPQvcwh1pXapvPnL8yC,,ibRLJrmgVuZh3tdDpjGgU5CQCCxpxuer7B7ckjGdLsv,12594.223069,IBRL,,success,False
2025-06-17 08:00:46,1750147246000,501,5nfBJwXbAhmzSx3N1qEWYGBhELovriNyGjY7r72H6JWPaocGGpKPvHt5bMNTBQXXVcAxUSUppYLmkgfea6Bwty8x,,,,8vtp7k9xybmfj4QiD2nvGRP5jd6o3zVRcUKpRc8P2Sye,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,So11111111111111111111111111111111111111112,1.11785481,SOL,,success,False
2025-06-17 07:25:11,1750145111000,501,2fUT7VLm3MrN3HEiBJqs2EE4GGqLUzL8zfwstR6BMQWKLPrQbaUw5aaoeGLQWVgPTnyHMQQ46McZgAQjTGYLjE6t,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,,1.490915744,SOL,,success,False
2025-06-17 07:25:11,1750145111000,501,2fUT7VLm3MrN3HEiBJqs2EE4GGqLUzL8zfwstR6BMQWKLPrQbaUw5aaoeGLQWVgPTnyHMQQ46McZgAQjTGYLjE6t,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,,So11111111111111111111111111111111111111112,1.490915744,SOL,,success,False
2025-06-17 07:25:11,1750145111000,501,2fUT7VLm3MrN3HEiBJqs2EE4GGqLUzL8zfwstR6BMQWKLPrQbaUw5aaoeGLQWVgPTnyHMQQ46McZgAQjTGYLjE6t,,,,HLnpSz9h2S4hiLQ43rnSD9XkcUThA7B8hQMKmDaiTLcC,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,s9zMajSjw4twpwxcTzthorJ1svVTpLdATEsWkDsindi,1332255.160952,VAIBE,,success,False
2025-06-17 07:24:43,1750145083000,501,RwvNZHJRfsPdWXoruLErmtWMDR3NgSrCj5KqxnsBU471M8R8Fw4QPsrnZModby3Kg1bf7cd7AfasztdcYxQ2e3f,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,So11111111111111111111111111111111111111112,2.0,SOL,,success,False
2025-06-17 07:24:43,1750145083000,501,RwvNZHJRfsPdWXoruLErmtWMDR3NgSrCj5KqxnsBU471M8R8Fw4QPsrnZModby3Kg1bf7cd7AfasztdcYxQ2e3f,,,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,9ZDghDhVrJih39y98dADEPKL9o3WLwXcLoks4Gvqpump,2021743.341082,atna,,success,False
2025-06-17 07:24:00,1750145040000,501,23bTq6fqqU3C3pHUfp4HXUtPSHT3pA3ncCh5B44FYkpVMJr7BSJyFW5hEip9xTUsVLHQB4jDbJBz99mRYccnBGe3,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,49UseCTadQcTQNeqpKJHbZgBXRSiLGuJZRfePQkTbonk,506133.825107,PLAI,,success,False
2025-06-17 07:24:00,1750145040000,501,23bTq6fqqU3C3pHUfp4HXUtPSHT3pA3ncCh5B44FYkpVMJr7BSJyFW5hEip9xTUsVLHQB4jDbJBz99mRYccnBGe3,,,,6TYDxGmVxkBPBmEfnmLXx6jVff9LknsjRHqdTjVyZmG8,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,So11111111111111111111111111111111111111112,3.472385167,SOL,,success,False
2025-06-16 23:45:15,1750117515000,501,4zeHoa1qxxuzEB52oKghjt7C2nbAW2RSTnmJft6bg4evapFdekP9mq5dLzpto3vLy7UvQFgVj7EL6iYcKzfGF7K4,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,CQDczVZpEJJ2omgKXzAdp8gyZawmit3aspnUSBaeWHYd,,,0.2,SOL,,success,False
2025-06-16 23:44:47,1750117487000,501,48Lx4DG6CrtVXprv6zhvavSyMRSHb33sKWrbxancnwy9XjRmb6s8ihTkB7W7TubYaHDkgn48P76rcEyN8a2kum8B,,,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,,DB454D6oS41fW3dqh2gT1Vdhvf5AR4hfVB47dTvdream,5667670.861077,dream,,success,False
2025-06-16 23:44:47,1750117487000,501,48Lx4DG6CrtVXprv6zhvavSyMRSHb33sKWrbxancnwy9XjRmb6s8ihTkB7W7TubYaHDkgn48P76rcEyN8a2kum8B,,,,WLHv2UAZm6z4KyaaELi5pjdbJh6RESMva1Rnn8pJVVh,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,So11111111111111111111111111111111111111112,0.21876133,SOL,,success,False
2025-06-16 11:31:34,1750073494000,501,EKqWcgd7fsMUeb2LHdvFqesET8TkFbNjzyvBuVRQ1BtCiBvoxpaqbhQvtqpnpRE5sJF5mCbWWDbDRcqrZehyiLU,,,,CQDczVZpEJJ2omgKXzAdp8gyZawmit3aspnUSBaeWHYd,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,ibRLJrmgVuZh3tdDpjGgU5CQCCxpxuer7B7ckjGdLsv,2051.75713,IBRL,,success,False
2025-06-16 06:37:46,1750055866000,501,4YkG7pDoXy1WfuXTtWhiSd54YXTJXdu1c8KaYV6kS5PFvuenDCDq1LqPeHR17FKDiQBMcjK1k7QDWHyfEJUEiDiq,,,,CQDczVZpEJJ2omgKXzAdp8gyZawmit3aspnUSBaeWHYd,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,ibRLJrmgVuZh3tdDpjGgU5CQCCxpxuer7B7ckjGdLsv,10542.465939,IBRL,,success,False
2025-06-16 06:28:45,1750055325000,501,sgTAihw9sPEJsi67pisrjczmujnsJTt79TujkCgd7orakC4NGMxgvNf8J9W6RuQiE8Q9kq8r7DvV1jmHzYcsuh4,,,,CQDczVZpEJJ2omgKXzAdp8gyZawmit3aspnUSBaeWHYd,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,9ZDghDhVrJih39y98dADEPKL9o3WLwXcLoks4Gvqpump,1019112.909977,atna,,success,False
2025-06-15 07:41:01,1749973261000,501,43ypeHa2eLwpfV35AYrUEg2yRANm4SBsbk8aphrChE2fmY1BMSZifPiQDw1f2spQD7HY9SrbsU7Vceyh3ji9hTss,,,,CQDczVZpEJJ2omgKXzAdp8gyZawmit3aspnUSBaeWHYd,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,49UseCTadQcTQNeqpKJHbZgBXRSiLGuJZRfePQkTbonk,206133.825107,PLAI,,success,False
2025-06-15 07:03:11,1749970991000,501,g5ndRyfg1wAp6HrdVv7vP9ktC4Fw71aTiWMYbWEWiBnh1E4H9wCFHSwbsgz13oLsCs9vjR7aUnZPNyQxHbdRjZX,,,,CQDczVZpEJJ2omgKXzAdp8gyZawmit3aspnUSBaeWHYd,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,s9zMajSjw4twpwxcTzthorJ1svVTpLdATEsWkDsindi,500000.0,VAIBE,,success,False
2025-06-15 05:13:36,1749964416000,501,2AcxaXqpAKMCip6TBstXxxF31FnCP6iRu4GceYvtPJ53vrKrhkqZw5qM2VMd6M5e68aNnuVuPjvL8ZcbLHM1zHki,,,,CQDczVZpEJJ2omgKXzAdp8gyZawmit3aspnUSBaeWHYd,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,49UseCTadQcTQNeqpKJHbZgBXRSiLGuJZRfePQkTbonk,300000.0,PLAI,,success,False
2025-06-15 05:11:49,1749964309000,501,4h2bj7XpjaBpiRAD9thugwrb1Rkvq288g5KYJmiURyy6Z6wdXLp4KCCuDEEtEbBSbKjcHkphhiCMi8Dypm1XzJBV,,,,CQDczVZpEJJ2omgKXzAdp8gyZawmit3aspnUSBaeWHYd,,5tmuJKGJ5erVzZGH7CnrBUhyC998caQQuaQHPb9UJvhv,,s9zMajSjw4twpwxcTzthorJ1svVTpLdATEsWkDsindi,500000.0,VAIBE,,success,False
2025-06-18 12:14:30,1750248870000,501,3dc7UGAFmVT4qtATtAYjjwAQrGXfVPLSyKUwBN5ZktMk152ydvC774mPeYfeFRfDPZZZA5XVPppLSe7p5Dh4BQES,,,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,GGBc4wJV68Mso4vuiwjBoJ4g2BDUqwjgbMjSuR7juL4a,,So11111111111111111111111111111111111111112,1.186933036,SOL,,success,False
2025-06-18 12:14:30,1750248870000,501,3dc7UGAFmVT4qtATtAYjjwAQrGXfVPLSyKUwBN5ZktMk152ydvC774mPeYfeFRfDPZZZA5XVPppLSe7p5Dh4BQES,,,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,,1.2,SOL,,success,False
2025-06-18 12:14:30,1750248870000,501,3dc7UGAFmVT4qtATtAYjjwAQrGXfVPLSyKUwBN5ZktMk152ydvC774mPeYfeFRfDPZZZA5XVPppLSe7p5Dh4BQES,,,,GGBc4wJV68Mso4vuiwjBoJ4g2BDUqwjgbMjSuR7juL4a,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,75jh5PfbJn78LMuy7txwmXTb3kYaTi2T4xRtk4a85dQ3,342277.135501,IranCat,,success,False
2025-06-18 12:00:39,1750248039000,501,43BJ5hvFP8H8ht7r3eMSZpyVVo7YRzPx39et1zvupQjH1qQAkPLDPo5p6uSM9ciC9wurHsyPJoqjPtVkEYepHWmq,,,,6ehy3FeefexMfmdWfjXdWaZo4fV5P7Z83sw6AvDMU9G9,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,So11111111111111111111111111111111111111112,1.152640921,SOL,,success,False
2025-06-18 12:00:39,1750248039000,501,43BJ5hvFP8H8ht7r3eMSZpyVVo7YRzPx39et1zvupQjH1qQAkPLDPo5p6uSM9ciC9wurHsyPJoqjPtVkEYepHWmq,,,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,6ehy3FeefexMfmdWfjXdWaZo4fV5P7Z83sw6AvDMU9G9,,BX58em48xk2sBr8BCVp7NDQPMdoK8Ag71XfgyiWypump,1334749.730401,dril,,success,False
2025-06-18 11:22:46,1750245766000,501,65jDC2GBwD5w9kysYi1W7sAe5Erc8fukKWHXKUbPaqbt3qQpK4y6PixaTDGt1yXyv9W8c1kPpdpkuNab6vKPSCUP,,,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,,1.5,SOL,,success,False
2025-06-18 11:22:46,1750245766000,501,65jDC2GBwD5w9kysYi1W7sAe5Erc8fukKWHXKUbPaqbt3qQpK4y6PixaTDGt1yXyv9W8c1kPpdpkuNab6vKPSCUP,,,,6ehy3FeefexMfmdWfjXdWaZo4fV5P7Z83sw6AvDMU9G9,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,BX58em48xk2sBr8BCVp7NDQPMdoK8Ag71XfgyiWypump,1334749.730401,dril,,success,False
2025-06-18 11:22:46,1750245766000,501,65jDC2GBwD5w9kysYi1W7sAe5Erc8fukKWHXKUbPaqbt3qQpK4y6PixaTDGt1yXyv9W8c1kPpdpkuNab6vKPSCUP,,,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,6ehy3FeefexMfmdWfjXdWaZo4fV5P7Z83sw6AvDMU9G9,,So11111111111111111111111111111111111111112,1.483666295,SOL,,success,False
2025-06-18 11:22:17,1750245737000,501,27nW3AT4BWP5yZ5eTSW6nALWjFNFaea56wJ4ETnNj8oZG3kLBfLCTBSkFwkKZhuLUTBjp6FoDrWV8DMp9x2TpzRx,,,,GXbyrYSGdhDNpkEWjKDQHJFL7CRc8ki4jYsZg7CTEzv3,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,So11111111111111111111111111111111111111112,1.420308821,SOL,,success,False
2025-06-18 11:22:17,1750245737000,501,27nW3AT4BWP5yZ5eTSW6nALWjFNFaea56wJ4ETnNj8oZG3kLBfLCTBSkFwkKZhuLUTBjp6FoDrWV8DMp9x2TpzRx,,,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,GXbyrYSGdhDNpkEWjKDQHJFL7CRc8ki4jYsZg7CTEzv3,,5SMoZrJDaFnhDSJ9kh8SWutC7zKSDwnQJYpuj6ugpump,1861532.016336,CRAIG,,success,False
2025-06-18 11:19:40,1750245580000,501,3atZ7CejEYx15VTaPuMEW8dkpK2xHeanmp98o3JbSpt14Ts7hwfj1TU36sbc2SQT2qu31n97pKgakAWZFu2bWjkK,,,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,BKCgwwa3zSAUNMsYwGNegHK3hVQMvgfbwQSoP5PVu2cm,,6eMPn6fb9Vqqyodb9TGH92unKsmnujPfgJDDqdQGpump,2713345.296959,DRIP,,success,False
2025-06-18 11:19:40,1750245580000,501,3atZ7CejEYx15VTaPuMEW8dkpK2xHeanmp98o3JbSpt14Ts7hwfj1TU36sbc2SQT2qu31n97pKgakAWZFu2bWjkK,,,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,,0.154859563,SOL,,success,False
2025-06-18 10:55:42,1750244142000,501,4UtFtZ49qX5xpywsUxrkZjY9rRHEfuo1b2d8TbyEqW2HpoNAys2aVELiy7esM7Kas7oFyzeCEmLYu8sx59MKbupV,,,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,BKCgwwa3zSAUNMsYwGNegHK3hVQMvgfbwQSoP5PVu2cm,,,0.8910882,SOL,,success,False
2025-06-18 10:55:42,1750244142000,501,4UtFtZ49qX5xpywsUxrkZjY9rRHEfuo1b2d8TbyEqW2HpoNAys2aVELiy7esM7Kas7oFyzeCEmLYu8sx59MKbupV,,,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,,0.9,SOL,,success,False
2025-06-18 10:55:42,1750244142000,501,4UtFtZ49qX5xpywsUxrkZjY9rRHEfuo1b2d8TbyEqW2HpoNAys2aVELiy7esM7Kas7oFyzeCEmLYu8sx59MKbupV,,,,BKCgwwa3zSAUNMsYwGNegHK3hVQMvgfbwQSoP5PVu2cm,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,6eMPn6fb9Vqqyodb9TGH92unKsmnujPfgJDDqdQGpump,2713345.296959,DRIP,,success,False
2025-06-18 10:54:04,1750244044000,501,5bCA8CPFg7fdyMF5TmShhvWQgMyPrevZjuMJ9r4CarTsShTkfT55bWPswcNwSd15p1obFrTAvyagQvy1hurZeUXF,,,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,13F1dVNpRba1qmiCbaAjtMwy6heDoeSwNgtipDfQEqgy,,,0.644903025,SOL,,success,False
